rptyy,evyy,StateAbbreviation,BinnedClaim1
1986,1986,MA,Other
1986,1986,DC,Other
1986,1986,CA,Peace Movement
1986,1986,AL,Other
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,MA,Other
1986,1986,WA,Peace Movement
1986,1986,DC,Civil Rights--Gay and Lesbian
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,MD,International Human and Civil Rights/Democratization
1986,1986,OK,Miscellaneous Social Issues
1986,1986,NY,Miscellaneous Social Issues
1986,1986,MI,Civil Rights--African American
1986,1986,MI,Civil Rights--African American
1986,1986,OR,Miscellaneous Social Issues
1986,1986,NY,Miscellaneous Social Issues
1986,1986,ID,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,NY,Other
1986,1969,NY,Miscellaneous Social Issues
1986,1986,DC,Civil Rights--Native Americans
1986,1986,OH,Civil Rights--Native Americans
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,OK,Civil Rights--Native Americans
1986,1986,MO,Other
1986,1986,WA,Anti-Nuclear (Power) Movement
1986,1983,VA,Civil Rights--African American
1986,1986,MS,Civil Rights--African American
1986,1976,WA,Other
1986,1986,NY,Feminist or Womenês Movement
1986,1986,NY,Other
1986,1986,NY,Civil Rights--African American
1986,1986,NY,Miscellaneous Social Issues
1986,1969,AL,Civil Rights--African American
1986,1986,CA,Feminist or Womenês Movement
1986,1986,NY,Peace Movement
1986,1986,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,DC,Miscellaneous Social Issues
1986,1977,MO,Civil Rights--African American
1986,1986,NV,Peace Movement
1986,1986,CO,Peace Movement
1986,1986,NY,Miscellaneous Social Issues
1986,1986,TX,Other
1986,1986,TN,Other
1986,1986,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,CA,Other
1986,1986,DC,Civil Rights--Gay and Lesbian
1986,1986,NY,Miscellaneous Social Issues
1986,1986,PA,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,MA,Peace Movement
1986,1986,NE,Miscellaneous Social Issues
1986,1986,OH,Other
1986,1986,CT,Animal Rights
1986,1980,GA,Environmental or Green Movement (excluding nuclear power)
1986,1986,OR,Anti-Nuclear (Power) Movement
1986,1986,DC,Peace Movement
1986,1986,NV,Peace Movement
1986,1986,MA,Peace Movement
1986,1986,OH,Other
1986,1970,NY,Feminist or Womenês Movement
1986,1986,LA,Civil Rights--African American
1986,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,NY,Civil Rights_ Pan Latino
1986,1986,NJ,Miscellaneous Social Issues
1986,1975,CA,Civil Rights--Gay and Lesbian
1986,1978,PA,Feminist or Womenês Movement
1986,1986,MA,Miscellaneous Social Issues
1986,1986,MA,Environmental or Green Movement (excluding nuclear power)
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,MS,Miscellaneous Social Issues
1986,1986,AZ,Civil Rights--Native Americans
1986,1986,FL,Miscellaneous Social Issues
1986,1969,FL,Other
1986,1986,CT,Feminist or Womenês Movement
1986,1986,FL,Peace Movement
1986,1986,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,TN,Miscellaneous Social Issues
1986,1986,NY,Feminist or Womenês Movement
1986,1986,NC,Civil Rights--African American
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,SC,Civil Rights--African American
1986,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,NV,Civil Rights--Gay and Lesbian
1986,1986,MA,Civil Rights--Gay and Lesbian
1986,1986,LA,Civil Rights--African American
1986,1986,CA,Environmental or Green Movement (excluding nuclear power)
1986,1986,GA,Miscellaneous Social Issues
1986,1986,CA,Civil Rights--Asian Americans
1986,1986,CA,Civil Rights_ Pan Latino
1986,1986,NY,Other
1986,1986,DC,Peace Movement
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,NY,Environmental or Green Movement (excluding nuclear power)
1986,1986,MA,Other
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,MA,International Human and Civil Rights/Democratization
1986,1986,FL,International Human and Civil Rights/Democratization
1986,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,AL,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1986,1986,NY,Civil Rights--African American
1986,1986,NY,Civil Rights -- Undifferentiated Minority Groups
1986,1986,NY,Civil Rights -- Undifferentiated Minority Groups
1986,1986,CA,Civil Rights--Asian Americans
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Civil Rights--African American
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Civil Rights--African American
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NC,Civil Rights--Native Americans
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1986,NY,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,DC,Abortion
1987,1987,DC,Abortion
1987,1987,DC,Abortion
1987,1987,NV,Peace Movement
1987,1987,KY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,KS,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,KS,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,KY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,KY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Civil Rights--African American
1987,1987,GA,Civil Rights--African American
1987,1987,NY,Civil Rights_ Pan Latino
1987,1986,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,ID,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,ID,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NV,Peace Movement
1987,1987,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,MA,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1984,NY,Civil Rights -- Undifferentiated Minority Groups
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,MA,International Human and Civil Rights/Democratization
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,AL,Civil Rights--African American
1987,1986,DC,Peace Movement
1987,1987,NY,Civil Rights--African American
1987,1987,MS,Civil Rights--African American
1987,1987,FL,Civil Rights--African American
1987,1987,FL,Civil Rights--African American
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,DC,Anti-Nuclear (Power) Movement
1987,1987,NH,Miscellaneous Social Issues
1987,1986,NY,Environmental or Green Movement (excluding nuclear power)
1987,1985,NY,Environmental or Green Movement (excluding nuclear power)
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,NJ,Other
1987,1987,NJ,Other
1987,1987,NJ,Other
1987,1986,PA,Feminist or Womenês Movement
1987,1987,CT,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Miscellaneous Social Issues
1987,1987,MI,International Human and Civil Rights/Democratization
1987,1986,SC,Civil Rights--African American
1987,1986,MA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1985,MI,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1985,MI,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,MS,Civil Rights--African American
1987,1987,MS,Civil Rights--African American
1987,1987,MS,Civil Rights--African American
1987,1987,MS,Civil Rights--African American
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NY,Miscellaneous Social Issues
1987,1972,NY,Civil Rights--Gay and Lesbian
1987,1970,NY,Civil Rights--Gay and Lesbian
1987,1971,NY,Civil Rights--Gay and Lesbian
1987,1973,NY,Civil Rights--Gay and Lesbian
1987,1974,NY,Civil Rights--Gay and Lesbian
1987,1975,NY,Civil Rights--Gay and Lesbian
1987,1976,NY,Civil Rights--Gay and Lesbian
1987,1977,NY,Civil Rights--Gay and Lesbian
1987,1978,NY,Civil Rights--Gay and Lesbian
1987,1979,NY,Civil Rights--Gay and Lesbian
1987,1980,NY,Civil Rights--Gay and Lesbian
1987,1981,NY,Civil Rights--Gay and Lesbian
1987,1982,NY,Civil Rights--Gay and Lesbian
1987,1983,NY,Civil Rights--Gay and Lesbian
1987,1984,NY,Civil Rights--Gay and Lesbian
1987,1985,NY,Civil Rights--Gay and Lesbian
1987,1986,NY,Civil Rights--Gay and Lesbian
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Anti-Nuclear (Power) Movement
1987,1987,NJ,Other
1987,1987,RI,International Human and Civil Rights/Democratization
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1983,NY,Other
1987,1987,NY,Miscellaneous Social Issues
1987,1987,VA,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1975,NY,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1985,GA,Civil Rights--African American
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,GA,Civil Rights -- Undifferentiated Minority Groups
1987,1987,DC,Civil Rights--Native Americans
1987,1987,NV,Animal Rights
1987,1987,NY,Civil Rights--African American
1987,1987,NY,Miscellaneous Social Issues
1987,1987,CT,Miscellaneous Social Issues
1987,1987,CT,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Animal Rights
1987,1987,NY,Environmental or Green Movement (excluding nuclear power)
1987,1978,Non Usa,Miscellaneous Social Issues
1987,1986,NY,International Human and Civil Rights/Democratization
1987,1986,NY,International Human and Civil Rights/Democratization
1987,1984,NY,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--African American
1987,1987,IL,Miscellaneous Social Issues
1987,1985,IL,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--African American
1987,1987,NY,Civil Rights--African American
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,MA,Peace Movement
1987,1987,MA,Peace Movement
1987,1987,MA,Peace Movement
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1987,WV,Miscellaneous Social Issues
1987,1986,NY,Environmental or Green Movement (excluding nuclear power)
1987,1987,CA,Miscellaneous Social Issues
1987,1987,NC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,LA,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,TX,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,TX,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1984,CO,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,DC,Peace Movement
1987,1987,CA,Peace Movement
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,DC,Peace Movement
1987,1987,MI,Miscellaneous Social Issues
1987,1987,WI,Civil Rights--Native Americans
1987,1987,NH,Anti-Nuclear (Power) Movement
1987,1987,NY,Environmental or Green Movement (excluding nuclear power)
1987,1975,NY,Civil Rights--African American
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1986,NY,International Human and Civil Rights/Democratization
1987,1987,CA,International Human and Civil Rights/Democratization
1987,1987,MI,Miscellaneous Social Issues
1987,1987,MI,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--African American
1987,1987,DC,Feminist or Womenês Movement
1987,1987,CA,Miscellaneous Social Issues
1987,1987,MO,Miscellaneous Social Issues
1987,1987,NY,Feminist or Womenês Movement
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,FL,Miscellaneous Social Issues
1987,1987,WI,Civil Rights--Native Americans
1987,1987,WI,Civil Rights--Native Americans
1987,1987,WI,Civil Rights--Native Americans
1987,1987,WI,Civil Rights--Native Americans
1987,1987,WI,Civil Rights--Native Americans
1987,1987,NY,Miscellaneous Social Issues
1987,1987,PA,Abortion
1987,1987,NY,Miscellaneous Social Issues
1987,1987,CA,Miscellaneous Social Issues
1987,1987,NY,Other
1987,1987,CA,Miscellaneous Social Issues
1987,1987,CA,International Human and Civil Rights/Democratization
1987,1987,CA,International Human and Civil Rights/Democratization
1987,1,CA,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Civil Rights--African American
1987,1981,NJ,Miscellaneous Social Issues
1987,1976,MA,Miscellaneous Social Issues
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,NC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1986,NC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Environmental or Green Movement (excluding nuclear power)
1987,1987,NJ,Environmental or Green Movement (excluding nuclear power)
1987,1987,NC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1987,PA,Anti-Nuclear (Power) Movement
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Feminist or Womenês Movement
1987,1987,DC,Civil Rights--Gay and Lesbian
1987,1987,FL,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1987,PA,Miscellaneous Social Issues
1987,1987,PA,Peace Movement
1987,1984,MD,Civil Rights--Disabled
1987,1985,AL,Civil Rights--African American
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1969,MI,Abortion
1987,1986,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,NJ,Other
1982,1982,IL,Feminist or Womenês Movement
1987,1969,NJ,Miscellaneous Social Issues
1987,1972,NY,Civil Rights--African American
1987,1987,AZ,Miscellaneous Social Issues
1987,1987,VA,Miscellaneous Social Issues
1987,1987,CA,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Other
1987,1987,DC,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Peace Movement
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1987,NY,Peace Movement
1987,1987,WA,Anti-Nuclear (Power) Movement
1987,1969,MI,Miscellaneous Social Issues
1987,1987,PA,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NJ,Feminist or Womenês Movement
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1986,MA,Peace Movement
1987,1986,FL,Peace Movement
1987,1987,PA,Feminist or Womenês Movement
1987,1987,NY,Miscellaneous Social Issues
1987,1985,DC,Animal Rights
1987,1973,NY,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1972,AL,Civil Rights--African American
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Feminist or Womenês Movement
1987,1987,NY,Miscellaneous Social Issues
1987,1987,MS,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Civil Rights_ Pan Latino
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Other
1987,1987,DC,Civil Rights--African American
1987,1987,OR,Civil Rights--Native Americans
1987,1987,FL,Other
1987,1987,VA,Other
1987,1987,NJ,Other
1987,1987,NY,Miscellaneous Social Issues
1987,1986,IL,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,CA,Miscellaneous Social Issues
1987,1987,NY,Other
1987,1987,NY,Other
1987,1984,CA,Civil Rights--Gay and Lesbian
1987,1987,OR,Miscellaneous Social Issues
1987,1987,MA,Miscellaneous Social Issues
1987,1987,NY,Civil Rights--African American
1987,1987,NY,Other
1987,1987,DC,Abortion
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Animal Rights
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1970,CA,Civil Rights--African American
1987,1987,NJ,Other
1987,1977,CA,Other
1987,1986,NY,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1969,NY,Other
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Miscellaneous Social Issues
1987,1987,CA,Peace Movement
1987,1987,CA,Other
1987,1987,DC,Miscellaneous Social Issues
1987,1987,CA,Peace Movement
1987,1987,NY,Miscellaneous Social Issues
1987,1986,CA,Civil Rights--Native Americans
1987,1987,TN,Other
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Civil Rights--African American
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Environmental or Green Movement (excluding nuclear power)
1987,1983,CA,Miscellaneous Social Issues
1987,1987,GA,Abortion
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1969,CA,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,DC,Miscellaneous Social Issues
1987,1975,NH,Civil Rights--Gay and Lesbian
1987,1987,NY,Miscellaneous Social Issues
1987,1987,IN,Feminist or Womenês Movement
1987,1987,CA,Civil Rights--Gay and Lesbian
1987,1987,NJ,Civil Rights -- Undifferentiated Minority Groups
1987,1987,NY,Civil Rights -- Undifferentiated Minority Groups
1987,1987,NJ,Miscellaneous Social Issues
1987,1983,IL,Miscellaneous Social Issues
1987,1987,FL,Civil Rights--Disabled
1987,1986,NY,Miscellaneous Social Issues
1987,1987,ME,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,PA,Civil Rights--African American
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1987,CA,Miscellaneous Social Issues
1987,1987,CA,Civil Rights--Disabled
1987,1987,CA,Peace Movement
1987,1969,MA,Civil Rights -- Undifferentiated Minority Groups
1987,1987,IL,Miscellaneous Social Issues
1987,1986,DC,Peace Movement
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,CA,Miscellaneous Social Issues
1987,1987,CA,Civil Rights--Gay and Lesbian
1987,1987,CA,Other
1987,1987,ME,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,ME,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,ME,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1986,CA,Miscellaneous Social Issues
1987,1969,CA,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,International Human and Civil Rights/Democratization
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NJ,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1969,NY,Miscellaneous Social Issues
1987,1987,MD,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NH,Anti-Nuclear (Power) Movement
1987,1986,SC,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1981,NY,Miscellaneous Social Issues
1987,1987,NJ,Civil Rights--Native Americans
1987,1987,NY,Civil Rights--African American
1987,1969,LA,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,ME,Miscellaneous Social Issues
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,DC,Civil Rights--Gay and Lesbian
1987,1985,NY,Miscellaneous Social Issues
1987,1987,NJ,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,DC,Civil Rights--Gay and Lesbian
1987,1987,DC,Miscellaneous Social Issues
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,CT,Miscellaneous Social Issues
1987,1987,NY,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Civil Rights--Asian Americans
1987,1987,NY,Other
1987,1986,CA,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Other
1987,1987,NJ,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,NJ,Miscellaneous Social Issues
1987,1969,NY,Environmental or Green Movement (excluding nuclear power)
1987,1987,IL,Miscellaneous Social Issues
1987,1986,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,CT,Civil Rights--Gay and Lesbian
1987,1987,RI,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,IL,Peace Movement
1987,1987,MO,Miscellaneous Social Issues
1987,1987,CA,Civil Rights -- Undifferentiated Minority Groups
1987,1987,NY,Miscellaneous Social Issues
1987,1987,AZ,Miscellaneous Social Issues
1987,1987,NY,Other
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,MA,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NC,Miscellaneous Social Issues
1987,1987,AL,Civil Rights--African American
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,IL,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1984,CO,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,LA,"Anti-Immigrant, Anti-Foreigner, Anti-Asylum Movement"
1987,1987,CA,Miscellaneous Social Issues
1987,1980,DC,Civil Rights--Gay and Lesbian
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,CT,Animal Rights
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,GA,"Anti-Immigrant, Anti-Foreigner, Anti-Asylum Movement"
1987,1987,NY,Other
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NJ,Abortion
1987,1987,NY,"Anti-Immigrant, Anti-Foreigner, Anti-Asylum Movement"
1987,1987,RI,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1980,RI,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,VT,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,VT,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,AZ,Miscellaneous Social Issues
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,CT,Animal Rights
1987,1987,IL,Feminist or Womenês Movement
1987,1987,DC,Environmental or Green Movement (excluding nuclear power)
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1987,IL,Civil Rights--African American
1987,1987,TX,Civil Rights--Mexican Americans
1987,1987,DC,Peace Movement
1987,1987,WA,Miscellaneous Social Issues
1987,1987,DC,International Human and Civil Rights/Democratization
1987,1987,NY,Civil Rights--Gay and Lesbian
1987,1987,DC,International Human and Civil Rights/Democratization
1987,1987,DC,Miscellaneous Social Issues
1987,1987,VA,Miscellaneous Social Issues
1987,1969,OR,Abortion
1987,1987,CA,Civil Rights--Disabled
1987,1969,VT,Miscellaneous Social Issues
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,UT,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NY,Anti-Ethnic Attacks/Hate or Bias Crimes
1987,1987,NJ,Miscellaneous Social Issues
1987,1987,NY,Feminist or Womenês Movement
1987,1987,GA,Miscellaneous Social Issues
1987,1987,NY,Feminist or Womenês Movement
1987,1987,NY,Civil Rights--African American
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,VT,Miscellaneous Social Issues
1987,1987,NY,Miscellaneous Social Issues
1987,1987,NJ,Other
1987,1987,NY,Civil Rights -- Undifferentiated Minority Groups
1987,1987,VA,Civil Rights--Disabled
1987,1987,VT,Miscellaneous Social Issues
1987,1980,DC,Civil Rights--Gay and Lesbian
